rtt$times,Mean.lamda,Mean.mu,mean.netdiv
0,0.0514657,0,0.0514657
0.621960656565657,0.0509295690114548,0,0.0509295690114548
1.24392131313131,0.0506119479957371,0,0.0506119479957371
1.86588196969697,0.0503514413950955,0,0.0503514413950955
2.48784262626263,0.0502322830907516,0,0.0502322830907516
3.10980328282828,0.0498759586770846,0,0.0498759586770846
3.73176393939394,0.0494845636510247,0,0.0494845636510247
4.3537245959596,0.049087603081957,0,0.049087603081957
4.97568525252525,0.0485810595123368,0,0.0485810595123368
5.59764590909091,0.0481499653418274,0,0.0481499653418274
6.21960656565657,0.0478427144499042,0,0.0478427144499042
6.84156722222222,0.047539959195929,0,0.047539959195929
7.46352787878788,0.0471200433459098,0,0.0471200433459098
8.08548853535354,0.0469642328858347,0,0.0469642328858347
8.70744919191919,0.0468258042669783,0,0.0468258042669783
9.32940984848485,0.0463593561065252,0,0.0463593561065252
9.95137050505051,0.0462414536413102,0,0.0462414536413102
10.5733311616162,0.0460122024028527,0,0.0460122024028527
11.1952918181818,0.0458192419670817,0,0.0458192419670817
11.8172524747475,0.045695572326067,0,0.045695572326067
12.4392131313131,0.0455168334814716,0,0.0455168334814716
13.0611737878788,0.045298922220867,0,0.045298922220867
13.6831344444444,0.0451204020256907,0,0.0451204020256907
14.3050951010101,0.0449311469944001,0,0.0449311469944001
14.9270557575758,0.0447543092137504,0,0.0447543092137504
15.5490164141414,0.0445132527573683,0,0.0445132527573683
16.1709770707071,0.0440765835639782,0,0.0440765835639782
16.7929377272727,0.0436721208255754,0,0.0436721208255754
17.4148983838384,0.0437231662937178,0,0.0437231662937178
18.036859040404,0.0433597759988935,0,0.0433597759988935
18.6588196969697,0.0430381814791589,0,0.0430381814791589
19.2807803535354,0.042920239950388,0,0.042920239950388
19.902741010101,0.0427247138094424,0,0.0427247138094424
20.5247016666667,0.0424763235369465,0,0.0424763235369465
21.1466623232323,0.0421159772771582,0,0.0421159772771582
21.768622979798,0.0418361709870972,0,0.0418361709870972
22.3905836363636,0.0416061140189462,0,0.0416061140189462
23.0125442929293,0.0413685662007831,0,0.0413685662007831
23.6345049494949,0.041292654432153,0,0.041292654432153
24.2564656060606,0.0410595495724363,0,0.0410595495724363
24.8784262626263,0.0408226145745449,0,0.0408226145745449
25.5003869191919,0.0404862842291336,0,0.0404862842291336
26.1223475757576,0.0402658972372706,0,0.0402658972372706
26.7443082323232,0.0400823483602293,0,0.0400823483602293
27.3662688888889,0.0398532991954089,0,0.0398532991954089
27.9882295454545,0.0396566015702782,0,0.0396566015702782
28.6101902020202,0.0393942230334117,0,0.0393942230334117
29.2321508585859,0.0390648384984191,0,0.0390648384984191
29.8541115151515,0.038699479679995,0,0.038699479679995
30.4760721717172,0.038430358558941,0,0.038430358558941
31.0980328282828,0.0380847467296728,0,0.0380847467296728
31.7199934848485,0.0379323509159526,0,0.0379323509159526
32.3419541414141,0.0376464978129004,0,0.0376464978129004
32.9639147979798,0.0374326198075454,0,0.0374326198075454
33.5858754545455,0.0371755527455523,0,0.0371755527455523
34.2078361111111,0.0367767641112767,0,0.0367767641112767
34.8297967676768,0.0365694613403511,0,0.0365694613403511
35.4517574242424,0.0363348175282968,0,0.0363348175282968
36.0737180808081,0.0361145238039623,0,0.0361145238039623
36.6956787373737,0.0357764584565654,0,0.0357764584565654
37.3176393939394,0.0356394246226737,0,0.0356394246226737
37.939600050505,0.0352866227949644,0,0.0352866227949644
38.5615607070707,0.0350721514681468,0,0.0350721514681468
39.1835213636364,0.0349199554890514,0,0.0349199554890514
39.805482020202,0.0346855278548833,0,0.0346855278548833
40.4274426767677,0.0344642734600707,0,0.0344642734600707
41.0494033333333,0.0341596562502215,0,0.0341596562502215
41.671363989899,0.0338978050116331,0,0.0338978050116331
42.2933246464646,0.0335744969277522,0,0.0335744969277522
42.9152853030303,0.0332667586535192,0,0.0332667586535192
43.537245959596,0.0329092890067421,0,0.0329092890067421
44.1592066161616,0.0326684461502087,0,0.0326684461502087
44.7811672727273,0.0324716707415304,0,0.0324716707415304
45.4031279292929,0.0322409070879324,0,0.0322409070879324
46.0250885858586,0.0320779434109993,0,0.0320779434109993
46.6470492424242,0.0319340595188315,0,0.0319340595188315
47.2690098989899,0.031906668528214,0,0.031906668528214
47.8909705555556,0.03178997085467,0,0.03178997085467
48.5129312121212,0.0315765733890849,0,0.0315765733890849
49.1348918686869,0.0313157485110503,0,0.0313157485110503
49.7568525252525,0.0311498959117224,0,0.0311498959117224
50.3788131818182,0.0308528467244374,0,0.0308528467244374
51.0007738383838,0.030674662898373,0,0.030674662898373
51.6227344949495,0.0305514724512074,0,0.0305514724512074
52.2446951515152,0.0303047820883204,0,0.0303047820883204
52.8666558080808,0.0300922215353965,0,0.0300922215353965
53.4886164646465,0.0298189506381433,0,0.0298189506381433
54.1105771212121,0.0297034029456122,0,0.0297034029456122
54.7325377777778,0.0296526885709235,0,0.0296526885709235
55.3544984343434,0.0294267641157704,0,0.0294267641157704
55.9764590909091,0.029396593892118,0,0.029396593892118
56.5984197474748,0.0292213033273232,0,0.0292213033273232
57.2203804040404,0.0290279674763233,0,0.0290279674763233
57.8423410606061,0.0288258096533424,0,0.0288258096533424
58.4643017171717,0.0286867593094522,0,0.0286867593094522
59.0862623737374,0.0285052961017472,0,0.0285052961017472
59.708223030303,0.0284736953004695,0,0.0284736953004695
60.3301836868687,0.0283842258209201,0,0.0283842258209201
60.9521443434343,0.028386424777771,0,0.028386424777771
61.574105,0.0282888522040755,0,0.0282888522040755
