Clade,Model,lamda,AICc
Sapindales,bvar.dvar,0.043283974,41997.25094
Zygophyllales,bcst.d0,0.055863281,2853.687706
Zygophyllales,bcst.dcst,0.055845165,2855.709623
Zygophyllales,bvar.d0,0.03660191,2810.779006
Zygophyllales,bvar.l.d0,0.025775178,2800.561744
Zygophyllales,bvar.dcst,0.036590049,2812.812061
Zygophyllales,bvar.l.dcst,-0.025815554,2802.594965
Zygophyllales,bcst.dvar,0.055913213,2857.743057
Zygophyllales,bcst.dvar.l,0.05750528,2858.077406
Zygophyllales,bvar.dvar,0.036617283,2814.856574
Vitales,bcst.d0,0.033380859,11141.7598
Vitales,bcst.dcst,0.033385368,11143.76611
Vitales,bvar.d0,0.004875933,10011.34972
Vitales,bvar.l.d0,0.049829491,10250.63312
Vitales,bvar.dcst,0.020266993,9633.452247
Vitales,bvar.l.dcst,0.086410976,10044.48546
Vitales,bcst.dvar,0.033220996,11145.80723
Vitales,bcst.dvar.l,0.03338497,11145.81222
Vitales,bvar.dvar,0.01883937,9630.261453
