"Time","median.rate"
0,2.416785
1.01845222222222,2.41670461361934
2.03690444444444,2.4165617512453
3.05535666666667,2.41645479463825
4.07380888888889,2.41633887903071
5.09226111111111,2.41624791926974
6.11071333333333,2.41615651575406
7.12916555555555,2.41605116929486
8.14761777777778,2.4159339943333
9.16607,2.41574181101806
10.1845222222222,2.41561763521017
11.2029744444444,2.41543760958146
12.2214266666667,2.41530224982073
13.2398788888889,2.41524414248254
14.2583311111111,2.41522595348922
15.2767833333333,2.41509168856798
16.2952355555556,2.41492113470486
17.3136877777778,2.41485948090921
18.33214,2.41485270824076
19.3505922222222,2.41473321303619
20.3690444444444,2.41464620686174
21.3874966666667,2.41449321770241
22.4059488888889,2.4144188044384
23.4244011111111,2.41433135867477
24.4428533333333,2.41431231033754
25.4613055555556,2.41425709002809
26.4797577777778,2.41413300610828
27.49821,2.41406826088018
28.5166622222222,2.41394590176353
29.5351144444444,2.41383645478727
30.5535666666667,2.4136832438758
31.5720188888889,2.41355731266939
32.5904711111111,2.4135010128052
33.6089233333333,2.41343615092538
34.6273755555556,2.41335318781245
35.6458277777778,2.41325893421962
36.66428,2.41315713085811
37.6827322222222,2.41302114039475
38.7011844444444,2.4128316710168
39.7196366666667,2.41268236776835
40.7380888888889,2.41253941406669
41.7565411111111,2.41236733072718
42.7749933333333,2.4121578912691
43.7934455555556,2.41207073733661
44.8118977777778,2.41198569629603
45.83035,2.41177356178746
46.8488022222222,2.41167891131656
47.8672544444444,2.41158140345625
48.8857066666667,2.41146
49.9041588888889,2.41131939611055
50.9226111111111,2.41125098578378
51.9410633333333,2.41110135114048
52.9595155555555,2.41084737015079
53.9779677777778,2.41070992526327
54.99642,2.41060997730501
56.0148722222222,2.41043988158289
57.0333244444444,2.41032868861059
58.0517766666667,2.41016144004031
59.0702288888889,2.40995005689251
60.0886811111111,2.4098468602878
61.1071333333333,2.40980301094402
62.1255855555555,2.40961520433849
63.1440377777778,2.40971239657592
64.16249,2.40983299568967
65.1809422222222,2.40966939382705
66.1993944444444,2.40951848574015
67.2178466666667,2.40932101175218
68.2362988888889,2.40925623499145
69.2547511111111,2.40907780396308
70.2732033333333,2.40890568791937
71.2916555555556,2.40874884888476
72.3101077777778,2.40862958855491
73.32856,2.40844767921301
74.3470122222222,2.40837016073797
75.3654644444444,2.4082995443405
76.3839166666667,2.40814102154952
77.4023688888889,2.40813729640907
78.4208211111111,2.40802516026513
79.4392733333333,2.40779686111328
80.4577255555555,2.40767986819624
81.4761777777778,2.40748603351986
82.49463,2.40736976867421
83.5130822222222,2.40710768032081
84.5315344444444,2.40697572357169
85.5499866666667,2.40682813376177
86.5684388888889,2.40669260079517
87.5868911111111,2.40619518640276
88.6053433333333,2.40592982101163
89.6237955555555,2.40560766827686
90.6422477777778,2.4057337974973
91.6607,2.40535850350847
92.6791522222222,2.40497891895898
93.6976044444444,2.40449938714739
94.7160566666667,2.40453037045988
95.7345088888889,2.40457292314858
96.7529611111111,2.40449919687374
97.7714133333333,2.40501695146195
98.7898655555555,2.40548459883944
99.8083177777778,2.40562487981722
100.82677,2.40584436189464
